disease	event	number	loc	state	Year	Month	Day
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	6	15
SCARLET FEVER	CASES	3	WORCESTER	MA	1930	6	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	6	15
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	6	15
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	6	15
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1930	6	15
CHICKENPOX [VARICELLA]	CASES	14	WORCESTER	MA	1930	6	22
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	6	22
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	6	22
MEASLES	CASES	66	WORCESTER	MA	1930	6	22
MUMPS	CASES	0	WORCESTER	MA	1930	6	22
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	6	22
SCARLET FEVER	CASES	5	WORCESTER	MA	1930	6	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1930	6	22
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	6	22
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	6	22
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1930	6	22
PELLAGRA	CASES	0	WORCESTER	MA	1930	6	22
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	6	22
CHICKENPOX [VARICELLA]	CASES	2	WORCESTER	MA	1930	6	29
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	6	29
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	6	29
MEASLES	CASES	43	WORCESTER	MA	1930	6	29
MUMPS	CASES	0	WORCESTER	MA	1930	6	29
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	6	29
SCARLET FEVER	CASES	2	WORCESTER	MA	1930	6	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	6	29
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	6	29
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	6	29
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1930	6	29
CHICKENPOX [VARICELLA]	CASES	3	WORCESTER	MA	1930	7	6
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	7	6
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	7	6
MEASLES	CASES	33	WORCESTER	MA	1930	7	6
MUMPS	CASES	0	WORCESTER	MA	1930	7	6
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	7	6
PELLAGRA	CASES	0	WORCESTER	MA	1930	7	6
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	7	6
CHICKENPOX [VARICELLA]	CASES	5	WORCESTER	MA	1930	7	13
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	7	13
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	7	13
MEASLES	CASES	24	WORCESTER	MA	1930	7	13
MUMPS	CASES	0	WORCESTER	MA	1930	7	13
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	7	13
SCARLET FEVER	CASES	2	WORCESTER	MA	1930	7	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	7	13
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	7	13
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	7	13
WHOOPING COUGH [PERTUSSIS]	CASES	15	WORCESTER	MA	1930	7	13
PELLAGRA	CASES	0	WORCESTER	MA	1930	7	13
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	7	13
CHICKENPOX [VARICELLA]	CASES	1	WORCESTER	MA	1930	7	20
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	7	20
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	7	20
MEASLES	CASES	8	WORCESTER	MA	1930	7	20
MUMPS	CASES	0	WORCESTER	MA	1930	7	20
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	7	20
SCARLET FEVER	CASES	2	WORCESTER	MA	1930	7	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	7	20
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	7	20
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	7	20
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1930	7	20
CHICKENPOX [VARICELLA]	CASES	2	WORCESTER	MA	1930	7	27
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	7	27
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	7	27
MEASLES	CASES	9	WORCESTER	MA	1930	7	27
MUMPS	CASES	0	WORCESTER	MA	1930	7	27
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	7	27
SCARLET FEVER	CASES	3	WORCESTER	MA	1930	7	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	7	27
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	7	27
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	7	27
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1930	7	27
PELLAGRA	CASES	0	WORCESTER	MA	1930	7	27
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	7	27
CHICKENPOX [VARICELLA]	CASES	0	WORCESTER	MA	1930	8	3
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	8	3
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	8	3
MEASLES	CASES	1	WORCESTER	MA	1930	8	3
MUMPS	CASES	0	WORCESTER	MA	1930	8	3
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	8	3
SCARLET FEVER	CASES	5	WORCESTER	MA	1930	8	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	8	3
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	8	3
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	8	3
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1930	8	3
CHICKENPOX [VARICELLA]	CASES	0	WORCESTER	MA	1930	8	10
DIPHTHERIA	CASES	2	WORCESTER	MA	1930	8	10
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	8	10
MEASLES	CASES	2	WORCESTER	MA	1930	8	10
MUMPS	CASES	0	WORCESTER	MA	1930	8	10
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	8	10
SCARLET FEVER	CASES	5	WORCESTER	MA	1930	8	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1930	8	10
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	8	10
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	8	10
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1930	8	10
PELLAGRA	CASES	0	WORCESTER	MA	1930	8	10
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	8	10
CHICKENPOX [VARICELLA]	CASES	0	WORCESTER	MA	1930	8	17
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	8	17
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	8	17
MEASLES	CASES	2	WORCESTER	MA	1930	8	17
MUMPS	CASES	0	WORCESTER	MA	1930	8	17
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	8	17
SCARLET FEVER	CASES	4	WORCESTER	MA	1930	8	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1930	8	17
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	8	17
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	8	17
WHOOPING COUGH [PERTUSSIS]	CASES	10	WORCESTER	MA	1930	8	17
CHICKENPOX [VARICELLA]	CASES	2	WORCESTER	MA	1930	8	24
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	8	24
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	8	24
MEASLES	CASES	0	WORCESTER	MA	1930	8	24
MUMPS	CASES	0	WORCESTER	MA	1930	8	24
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	8	24
SCARLET FEVER	CASES	5	WORCESTER	MA	1930	8	24
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1930	8	24
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	8	24
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	8	24
WHOOPING COUGH [PERTUSSIS]	CASES	11	WORCESTER	MA	1930	8	24
PELLAGRA	CASES	0	WORCESTER	MA	1930	8	24
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	8	24
CHICKENPOX [VARICELLA]	CASES	2	WORCESTER	MA	1930	8	31
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	8	31
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	8	31
MEASLES	CASES	2	WORCESTER	MA	1930	8	31
MUMPS	CASES	0	WORCESTER	MA	1930	8	31
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	8	31
SCARLET FEVER	CASES	7	WORCESTER	MA	1930	8	31
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1930	8	31
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	8	31
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	8	31
WHOOPING COUGH [PERTUSSIS]	CASES	14	WORCESTER	MA	1930	8	31
PELLAGRA	CASES	0	WORCESTER	MA	1930	8	31
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	8	31
CHICKENPOX [VARICELLA]	CASES	0	WORCESTER	MA	1930	9	7
DIPHTHERIA	CASES	10	WORCESTER	MA	1930	9	7
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	9	7
MEASLES	CASES	0	WORCESTER	MA	1930	9	7
MUMPS	CASES	0	WORCESTER	MA	1930	9	7
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	9	7
SCARLET FEVER	CASES	5	WORCESTER	MA	1930	9	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	9	7
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	9	7
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	9	7
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1930	9	7
CHICKENPOX [VARICELLA]	CASES	1	WORCESTER	MA	1930	9	14
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	9	14
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	9	14
MEASLES	CASES	0	WORCESTER	MA	1930	9	14
MUMPS	CASES	1	WORCESTER	MA	1930	9	14
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	9	14
SCARLET FEVER	CASES	10	WORCESTER	MA	1930	9	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1930	9	14
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	9	14
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	9	14
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1930	9	14
CHICKENPOX [VARICELLA]	CASES	3	WORCESTER	MA	1930	9	21
DIPHTHERIA	CASES	2	WORCESTER	MA	1930	9	21
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	9	21
MEASLES	CASES	2	WORCESTER	MA	1930	9	21
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	9	21
SCARLET FEVER	CASES	5	WORCESTER	MA	1930	9	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	9	21
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	9	21
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	9	21
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1930	9	21
PELLAGRA	CASES	0	WORCESTER	MA	1930	9	21
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	9	21
CHICKENPOX [VARICELLA]	CASES	1	WORCESTER	MA	1930	9	28
DIPHTHERIA	CASES	4	WORCESTER	MA	1930	9	28
INFLUENZA	CASES	1	WORCESTER	MA	1930	9	28
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	9	28
MEASLES	CASES	0	WORCESTER	MA	1930	9	28
MUMPS	CASES	0	WORCESTER	MA	1930	9	28
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	9	28
SCARLET FEVER	CASES	11	WORCESTER	MA	1930	9	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	9	28
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	9	28
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	9	28
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1930	9	28
PELLAGRA	CASES	1	WORCESTER	MA	1930	9	28
PELLAGRA	DEATHS	1	WORCESTER	MA	1930	9	28
CHICKENPOX [VARICELLA]	CASES	2	WORCESTER	MA	1930	10	5
DIPHTHERIA	CASES	7	WORCESTER	MA	1930	10	5
INFLUENZA	CASES	2	WORCESTER	MA	1930	10	5
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	10	5
MEASLES	CASES	0	WORCESTER	MA	1930	10	5
MUMPS	CASES	1	WORCESTER	MA	1930	10	5
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	10	5
SCARLET FEVER	CASES	13	WORCESTER	MA	1930	10	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	10	5
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	10	5
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	10	5
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1930	10	5
PELLAGRA	CASES	1	WORCESTER	MA	1930	10	5
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	10	5
CHICKENPOX [VARICELLA]	CASES	3	WORCESTER	MA	1930	10	12
DIPHTHERIA	CASES	2	WORCESTER	MA	1930	10	12
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	10	12
MEASLES	CASES	0	WORCESTER	MA	1930	10	12
MUMPS	CASES	2	WORCESTER	MA	1930	10	12
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	10	12
SCARLET FEVER	CASES	26	WORCESTER	MA	1930	10	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	10	12
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	10	12
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	10	12
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1930	10	12
PELLAGRA	CASES	0	WORCESTER	MA	1930	10	12
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	10	12
CHICKENPOX [VARICELLA]	CASES	7	WORCESTER	MA	1930	10	19
DIPHTHERIA	CASES	11	WORCESTER	MA	1930	10	19
INFLUENZA	CASES	1	WORCESTER	MA	1930	10	19
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	10	19
MEASLES	CASES	0	WORCESTER	MA	1930	10	19
MUMPS	CASES	0	WORCESTER	MA	1930	10	19
PNEUMONIA	DEATHS	3	WORCESTER	MA	1930	10	19
SCARLET FEVER	CASES	17	WORCESTER	MA	1930	10	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1930	10	19
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	10	19
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	10	19
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1930	10	19
CHICKENPOX [VARICELLA]	CASES	11	WORCESTER	MA	1930	10	26
DIPHTHERIA	CASES	6	WORCESTER	MA	1930	10	26
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	10	26
MEASLES	CASES	2	WORCESTER	MA	1930	10	26
MUMPS	CASES	1	WORCESTER	MA	1930	10	26
PNEUMONIA	DEATHS	2	WORCESTER	MA	1930	10	26
SCARLET FEVER	CASES	22	WORCESTER	MA	1930	10	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	10	26
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	10	26
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	10	26
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1930	10	26
PELLAGRA	CASES	0	WORCESTER	MA	1930	10	26
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	10	26
CHICKENPOX [VARICELLA]	CASES	24	WORCESTER	MA	1930	11	2
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	11	2
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	11	2
MEASLES	CASES	0	WORCESTER	MA	1930	11	2
MUMPS	CASES	0	WORCESTER	MA	1930	11	2
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	11	2
SCARLET FEVER	CASES	20	WORCESTER	MA	1930	11	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1930	11	2
PELLAGRA	CASES	0	WORCESTER	MA	1930	11	2
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	11	2
CHICKENPOX [VARICELLA]	CASES	15	WORCESTER	MA	1930	11	9
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	11	9
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	11	9
MEASLES	CASES	0	WORCESTER	MA	1930	11	9
MUMPS	CASES	0	WORCESTER	MA	1930	11	9
PNEUMONIA	DEATHS	2	WORCESTER	MA	1930	11	9
SCARLET FEVER	CASES	30	WORCESTER	MA	1930	11	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1930	11	9
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	11	9
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	11	9
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1930	11	9
PELLAGRA	CASES	0	WORCESTER	MA	1930	11	9
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	11	9
CHICKENPOX [VARICELLA]	CASES	32	WORCESTER	MA	1930	11	16
DIPHTHERIA	CASES	4	WORCESTER	MA	1930	11	16
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	11	16
MEASLES	CASES	1	WORCESTER	MA	1930	11	16
MUMPS	CASES	0	WORCESTER	MA	1930	11	16
PNEUMONIA	DEATHS	5	WORCESTER	MA	1930	11	16
SCARLET FEVER	CASES	23	WORCESTER	MA	1930	11	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	11	16
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	11	16
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	11	16
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1930	11	16
PELLAGRA	CASES	0	WORCESTER	MA	1930	11	16
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	11	16
CHICKENPOX [VARICELLA]	CASES	28	WORCESTER	MA	1930	11	23
DIPHTHERIA	CASES	5	WORCESTER	MA	1930	11	23
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	11	23
MEASLES	CASES	0	WORCESTER	MA	1930	11	23
MUMPS	CASES	2	WORCESTER	MA	1930	11	23
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	11	23
SCARLET FEVER	CASES	19	WORCESTER	MA	1930	11	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	11	23
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	11	23
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	11	23
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1930	11	23
PELLAGRA	CASES	0	WORCESTER	MA	1930	11	23
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	11	23
CHICKENPOX [VARICELLA]	CASES	37	WORCESTER	MA	1930	11	30
DIPHTHERIA	CASES	6	WORCESTER	MA	1930	11	30
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	11	30
MEASLES	CASES	0	WORCESTER	MA	1930	11	30
MUMPS	CASES	3	WORCESTER	MA	1930	11	30
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	11	30
SCARLET FEVER	CASES	22	WORCESTER	MA	1930	11	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1930	11	30
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	11	30
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	11	30
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1930	11	30
CHICKENPOX [VARICELLA]	CASES	27	WORCESTER	MA	1930	12	7
DIPHTHERIA	CASES	8	WORCESTER	MA	1930	12	7
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	12	7
MEASLES	CASES	2	WORCESTER	MA	1930	12	7
MUMPS	CASES	0	WORCESTER	MA	1930	12	7
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	12	7
SCARLET FEVER	CASES	11	WORCESTER	MA	1930	12	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	12	7
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	12	7
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	12	7
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1930	12	7
PELLAGRA	CASES	0	WORCESTER	MA	1930	12	7
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	12	7
CHICKENPOX [VARICELLA]	CASES	38	WORCESTER	MA	1930	12	14
DIPHTHERIA	CASES	6	WORCESTER	MA	1930	12	14
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	12	14
MEASLES	CASES	1	WORCESTER	MA	1930	12	14
MUMPS	CASES	0	WORCESTER	MA	1930	12	14
PNEUMONIA	DEATHS	2	WORCESTER	MA	1930	12	14
SCARLET FEVER	CASES	13	WORCESTER	MA	1930	12	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	12	14
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	12	14
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	12	14
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1930	12	14
PELLAGRA	CASES	0	WORCESTER	MA	1930	12	14
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	12	14
SCARLET FEVER	CASES	23	WORCESTER	MA	1930	12	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	12	21
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	12	21
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	12	21
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1930	12	21
PELLAGRA	CASES	0	WORCESTER	MA	1930	12	21
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	12	21
CHICKENPOX [VARICELLA]	CASES	21	WORCESTER	MA	1930	12	28
DIPHTHERIA	CASES	15	WORCESTER	MA	1930	12	28
INFLUENZA	CASES	2	WORCESTER	MA	1930	12	28
INFLUENZA	DEATHS	1	WORCESTER	MA	1930	12	28
MEASLES	CASES	3	WORCESTER	MA	1930	12	28
MUMPS	CASES	0	WORCESTER	MA	1930	12	28
PNEUMONIA	DEATHS	2	WORCESTER	MA	1930	12	28
SCARLET FEVER	CASES	21	WORCESTER	MA	1930	12	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	12	28
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	12	28
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	12	28
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1930	12	28
PELLAGRA	CASES	0	WORCESTER	MA	1930	12	28
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	12	28
CHICKENPOX [VARICELLA]	CASES	45	WORCESTER	MA	1931	1	4
DIPHTHERIA	CASES	3	WORCESTER	MA	1931	1	4
INFLUENZA	CASES	5	WORCESTER	MA	1931	1	4
INFLUENZA	DEATHS	1	WORCESTER	MA	1931	1	4
MEASLES	CASES	1	WORCESTER	MA	1931	1	4
MUMPS	CASES	1	WORCESTER	MA	1931	1	4
PNEUMONIA	DEATHS	5	WORCESTER	MA	1931	1	4
SCARLET FEVER	CASES	19	WORCESTER	MA	1931	1	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1931	1	4
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1931	1	4
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1931	1	4
WHOOPING COUGH [PERTUSSIS]	CASES	10	WORCESTER	MA	1931	1	4
CHICKENPOX [VARICELLA]	CASES	19	WORCESTER	MA	1931	1	11
DIPHTHERIA	CASES	4	WORCESTER	MA	1931	1	11
INFLUENZA	CASES	5	WORCESTER	MA	1931	1	11
INFLUENZA	DEATHS	0	WORCESTER	MA	1931	1	11
MEASLES	CASES	2	WORCESTER	MA	1931	1	11
MUMPS	CASES	2	WORCESTER	MA	1931	1	11
PNEUMONIA	DEATHS	2	WORCESTER	MA	1931	1	11
SCARLET FEVER	CASES	33	WORCESTER	MA	1931	1	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1931	1	11
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1931	1	11
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1931	1	11
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1931	1	11
PELLAGRA	CASES	0	WORCESTER	MA	1931	1	11
PELLAGRA	DEATHS	0	WORCESTER	MA	1931	1	11
CHICKENPOX [VARICELLA]	CASES	14	WORCESTER	MA	1931	1	18
DIPHTHERIA	CASES	4	WORCESTER	MA	1931	1	18
INFLUENZA	CASES	26	WORCESTER	MA	1931	1	18
INFLUENZA	DEATHS	1	WORCESTER	MA	1931	1	18
